Index,StartTimestamp,EndTimestamp,ResponseTime,Batch,BatchOutput,writePercentage,addOps,deleteOps,queryOps,batchSize,timeSleptAfterThisBatch
0,1715971423486,1715971423533,47,Q 177 49 & D 132 187 & Q 98 121 & Q 143 23 & Q 109 99 & Q 186 109 & D 66 66 & Q 25 83 & Q 125 190 & Q 194 104 & Q 21 177 & Q 99 165 & Q 151 146 & Q 103 84 & Q 88 195 & Q 175 97 & D 14 91 & Q 15 151 & D 141 111 & Q 182 74 & Q 26 55 & D 84 110 & A 194 164 & Q 170 40 & F,-1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & ,22.26672439716645,1,5,18,24,6566
1,1715971430114,1715971430120,6,Q 130 141 & Q 70 184 & Q 182 188 & A 101 198 & Q 50 143 & Q 30 2 & Q 78 126 & Q 156 7 & A 8 108 & A 10 70 & Q 141 91 & Q 84 160 & Q 113 92 & Q 97 100 & Q 98 184 & Q 119 184 & F,-1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & ,23.51524643680758,3,0,13,16,3309
2,1715971433431,1715971433441,10,Q 144 26 & D 65 72 & Q 11 145 & Q 162 62 & Q 168 95 & D 104 65 & Q 84 132 & Q 26 96 & Q 57 163 & Q 178 108 & Q 178 187 & Q 88 87 & F,-1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & ,18.128785991335047,0,2,10,12,6399
3,1715971439832,1715971439843,11,Q 20 3 & D 6 52 & Q 23 44 & Q 124 121 & D 49 168 & Q 38 10 & Q 144 183 & Q 171 87 & Q 121 19 & D 40 25 & Q 63 91 & Q 193 179 & Q 156 95 & Q 200 12 & Q 39 63 & Q 125 182 & Q 21 82 & Q 37 162 & Q 65 135 & Q 49 79 & F,-1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & ,14.13378905102409,0,3,17,20,3289
4,1715971443123,1715971443148,25,Q 123 60 & A 183 118 & Q 157 182 & Q 125 75 & D 27 28 & Q 56 188 & Q 141 196 & Q 180 192 & Q 179 172 & Q 125 120 & A 198 73 & A 89 185 & Q 32 44 & Q 114 36 & Q 113 8 & D 159 139 & Q 171 73 & A 114 70 & Q 86 76 & A 62 76 & Q 168 60 & Q 170 50 & Q 65 127 & Q 22 130 & Q 91 71 & A 158 147 & F,-1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & ,27.511254496717925,6,2,18,26,8602
5,1715971451728,1715971451734,6,Q 75 15 & Q 145 95 & Q 124 93 & Q 39 9 & Q 5 166 & Q 128 184 & Q 100 110 & Q 30 85 & Q 159 157 & Q 140 196 & Q 193 108 & Q 1 97 & F,-1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & ,21.15671463827748,0,0,12,12,893
6,1715971452624,1715971452640,16,Q 17 154 & Q 5 195 & Q 148 155 & Q 196 161 & Q 154 149 & Q 54 158 & Q 129 67 & Q 96 82 & Q 141 90 & Q 192 54 & A 127 110 & Q 161 92 & Q 153 57 & Q 169 149 & Q 75 1 & F,-1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & ,19.48555814844117,1,0,14,15,3607
7,1715971456233,1715971456247,14,Q 40 126 & A 83 145 & Q 33 129 & Q 18 13 & Q 71 119 & D 57 16 & Q 112 12 & Q 196 174 & Q 101 126 & Q 119 194 & Q 33 184 & Q 59 189 & Q 32 35 & Q 166 124 & Q 77 10 & Q 90 124 & Q 30 20 & D 165 132 & Q 103 109 & Q 81 6 & Q 200 10 & Q 71 8 & Q 23 190 & Q 117 144 & Q 85 2 & Q 12 145 & F,-1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & ,14.233135613660444,1,2,23,26,2809
8,1715971459044,1715971459061,17,Q 88 142 & Q 81 48 & Q 92 62 & Q 53 140 & Q 64 76 & Q 15 28 & Q 164 26 & Q 4 74 & Q 31 41 & Q 36 38 & Q 198 50 & Q 19 80 & Q 93 178 & Q 120 134 & Q 193 170 & Q 113 31 & Q 162 168 & Q 94 40 & Q 73 16 & Q 149 144 & Q 122 108 & Q 41 120 & Q 80 105 & F,-1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & ,8.669904196296876,0,0,23,23,8437
9,1715971467483,1715971467490,7,Q 101 149 & Q 62 46 & Q 118 149 & Q 128 84 & Q 198 113 & Q 82 180 & Q 34 93 & D 89 135 & Q 131 101 & Q 79 31 & Q 3 198 & A 26 38 & Q 120 199 & Q 108 40 & Q 59 148 & Q 7 178 & A 117 87 & Q 150 18 & F,-1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & -1 & ,16.28916985673146,2,1,15,18,5516
